cal_dt,rtl_week_beg_dt,TOT_GMB_PLAN,nonpaid_session,seo_session,crm_clicks,pla_spend,pla_impressions,pla_clicks,pla_igmb,pla_inorb,pla_iab,pla_norb,pla_ab,pla_irev,pla_trans_cnt,text_spend,text_impressions,text_clicks,text_igmb,text_inorb,text_iab,text_norb,text_ab,text_irev,text_trans_cnt,epn_spend,epn_clicks,epn_igmb,epn_inorb,epn_iab,epn_norb,epn_ab,epn_irev,epn_trans_cnt,app_spend,app_impressions,app_clicks,app_igmb,app_inorb,app_iab,app_norb,app_ab,app_irev,app_trans_cnt,social_spend,social_impressions,social_clicks,social_igmb,social_inorb,social_iab,social_norb,social_ab,social_irev,social_trans_cnt,display_spend,display_impressions,display_clicks,display_igmb,display_inorb,display_iab,display_norb,display_ab,display_irev,display_trans_cnt
2020/6/26,2020/6/21,113328544.46,36200018.00,2666323.00,15302516.00,282410.26,480143660.00,4803589.00,8152384.96,16923.80,22480.69,19353.00,30251.00,748416.81,168908.00,101604.67,15649511.00,502314.00,1181720.78,2810.37,3815.91,3279.00,5133.00,112774.75,26739.00,143442.70,2276650.00,1232836.99,0.00,0.00,6731.00,12192.00,148158.99,163150.00,7230.18,586434.00,39970.00,43348.12,64.27,66.07,67.00,270.00,34678.50,637.00,362160.44,37625070.00,1091450.00,643493.70,20.00,44.04,200.00,552.00,66850.04,90872.00,51152.62,28317203.00,300246.00,826030.58,420.06,431.26,263.00,427.00,66641.08,4855.00
2020/6/27,2020/6/21,102915220.97,34200558.00,2796352.00,13377865.00,298587.64,525078901.00,5349413.00,8485254.38,17578.42,23518.05,20063.00,31639.00,786197.39,182760.00,117768.41,17138015.00,557462.00,1238617.32,3137.46,4310.19,3665.00,5855.00,121110.15,30458.00,141691.85,2325023.00,1237693.92,0.00,0.00,6741.00,12335.00,129351.78,160522.00,7195.09,556218.00,36610.00,42124.37,61.38,64.41,63.00,269.00,33699.49,494.00,363105.74,40912380.00,1037594.00,538823.61,14.80,36.11,148.00,460.00,56032.30,78576.00,54303.75,31144747.00,347035.00,855557.81,401.78,409.98,239.00,354.00,81606.16,4923.00
2020/6/28,2020/6/28,112093103.16,34660056.00,2919638.00,13364837.00,322211.31,547663220.00,5674538.00,9254544.42,18699.24,25290.85,21351.00,34206.00,862038.26,198093.00,124888.30,18932625.00,614521.00,1360289.87,3418.07,4647.63,3993.00,6280.00,133344.97,32372.00,157804.52,2443201.00,1302010.32,0.00,0.00,7223.00,13295.00,139636.28,172311.00,6447.45,574146.00,40077.00,42102.31,75.13,77.68,78.00,243.00,33681.85,478.00,359767.92,42441648.00,1115410.00,628111.10,21.60,50.56,216.00,640.00,65083.22,86644.00,55908.20,31563154.00,322542.00,914441.52,435.88,444.42,258.00,383.00,83976.18,4961.00
2020/6/29,2020/6/28,122553841.07,39353360.00,2913652.00,17958376.00,299315.88,517508796.00,5245065.00,9302323.59,18097.06,24418.92,20735.00,33225.00,846750.48,190277.00,118112.92,17601732.00,555096.00,1327364.70,3094.71,4259.46,3598.00,5741.00,126053.50,30095.00,185367.03,2502901.00,1489412.25,0.00,0.00,8230.00,15211.00,156964.24,187640.00,6277.56,593916.00,40754.00,64148.09,79.39,83.19,83.00,308.00,51318.47,643.00,346684.64,42186952.00,1079662.00,662673.95,12.00,30.30,120.00,388.00,66640.31,82516.00,60769.14,33456541.00,320765.00,1260008.07,410.68,419.76,262.00,395.00,82863.69,5252.00
2020/6/30,2020/6/28,123797984.42,37497131.00,2845380.00,15591316.00,288724.07,498045715.00,5067273.00,8991692.65,17958.31,23895.25,20555.00,32254.00,823156.42,185238.00,115581.86,16341994.00,510371.00,1260537.90,2868.24,3890.23,3339.00,5220.00,116421.45,27998.00,189595.07,2534732.00,1417002.81,0.00,0.00,7813.00,14518.00,148130.30,187839.00,5796.38,554413.00,40925.00,58659.52,77.67,80.77,82.00,278.00,46927.62,562.00,354270.16,45688520.00,1105920.00,634917.81,18.00,40.40,180.00,508.00,64112.71,83976.00,44459.24,25002587.00,250229.00,612201.15,299.66,306.76,198.00,302.00,57428.98,3958.00
2020/7/1,2020/6/28,121550253.64,37060975.00,2772695.00,15131949.00,284184.62,459275180.00,4799046.00,8632202.64,17146.36,22814.79,19614.00,30758.00,791849.11,175367.00,86605.49,15500329.00,515996.00,1268436.87,3076.77,4193.18,3682.00,5805.00,121424.06,30303.00,179376.18,2438826.00,1368750.48,0.00,0.00,7561.00,13827.00,144473.25,179826.00,4047.09,584151.00,39991.00,54107.65,70.90,72.63,74.00,235.00,43286.12,439.00,33787.04,7057920.00,492392.00,415954.73,7.80,18.25,78.00,231.00,42328.33,53697.00,24908.56,15124817.00,169980.00,652868.09,205.66,211.60,127.00,214.00,54802.80,3749.00
2020/7/2,2020/6/28,117516402.14,36471383.00,2661509.00,14861938.00,269594.81,458356131.00,4647878.00,8154934.61,16713.27,22212.09,19103.00,29868.00,756781.12,170667.00,88271.28,15791085.00,536493.00,1283148.88,3059.80,4228.57,3740.00,6018.00,123909.22,32834.00,166355.65,2420507.00,1287371.23,0.00,0.00,6962.00,12830.00,138021.30,178991.00,2245.88,375262.00,23941.00,36916.02,65.59,67.25,68.00,164.00,29532.81,325.00,35131.88,7486100.00,434220.00,292109.36,3.20,7.02,32.00,88.00,30561.69,40852.00,25748.80,14696078.00,171556.00,605328.73,232.88,238.41,149.00,230.00,56662.00,3922.00
2020/7/3,2020/6/28,109568296.74,35242472.00,2605340.00,14589909.00,252644.63,446354770.00,4556887.00,7691137.53,15715.35,21101.32,17934.00,28430.00,709675.36,162013.00,82386.06,15384676.00,790880.00,1427170.04,3467.94,4675.57,5473.00,8636.00,136676.76,56397.00,150857.50,2357136.00,1211564.51,0.00,0.00,6497.00,12235.00,126517.02,176114.00,2281.62,355652.00,21136.00,28126.32,50.92,51.82,53.00,127.00,22501.06,224.00,60099.20,11163854.00,530684.00,272631.07,3.20,5.11,32.00,60.00,28403.09,38508.00,27010.95,17619027.00,224933.00,644419.64,242.96,248.83,143.00,229.00,56909.20,4025.00
2020/7/4,2020/6/28,89375359.29,30529284.00,2387658.00,11596039.00,216287.97,398185084.00,4155917.00,6456625.96,13138.70,17889.04,14998.00,24258.00,602888.91,140685.00,77117.06,14801480.00,1055502.00,1526181.24,3542.49,4972.53,6861.00,11522.00,146180.60,83373.00,130556.98,2117128.00,1045476.90,0.00,1.00,5670.00,10755.00,108756.58,149643.00,2390.23,363044.00,21056.00,26948.01,44.07,45.25,46.00,134.00,21558.41,267.00,62909.06,12333380.00,539426.00,250202.74,6.80,10.90,68.00,128.00,26112.43,38048.00,26421.92,14766451.00,179441.00,649591.51,206.90,212.30,125.00,204.00,51116.98,3539.00
2020/7/5,2020/7/5,104748767.20,33690265.00,2742742.00,12723816.00,270536.18,477931691.00,5008704.00,8242088.61,16335.22,22265.15,18646.00,30199.00,769410.78,174793.00,113161.13,20182217.00,1366852.00,2031645.39,4730.48,6714.83,8934.00,15271.00,197942.39,107583.00,153215.14,2377364.00,1209018.79,0.00,0.00,6562.00,12570.00,128224.05,172364.00,2321.57,400229.00,25136.00,36628.65,66.72,67.90,70.00,175.00,29302.92,367.00,67149.06,14732972.00,635736.00,316514.76,5.20,9.84,52.00,120.00,32987.63,45080.00,30651.52,17711174.00,222122.00,762901.73,223.68,229.14,137.00,217.00,61069.52,3974.00
2020/7/6,2020/7/5,123850031.18,39591615.00,2879350.00,17631871.00,272559.52,474063017.00,4901519.00,8949264.49,17754.85,23821.34,20332.00,32293.00,823447.82,181513.00,90715.28,18404126.00,1151658.00,2022100.65,4465.92,6232.28,8025.00,13373.00,192780.54,90645.00,202446.62,2605564.00,1540505.63,0.00,0.63,8319.00,15436.00,171785.59,196208.00,2284.59,381557.00,23639.00,40937.20,61.72,62.62,65.00,153.00,32749.76,297.00,61213.64,14064642.00,606852.00,352448.83,4.40,9.32,44.00,116.00,36359.91,47000.00,29211.21,18414795.00,216098.00,623152.57,214.58,220.11,132.00,213.00,58243.64,4206.00
2020/7/7,2020/7/5,122347309.60,38087466.00,2888466.00,15847814.00,190159.15,422063262.00,4461046.00,8116385.78,16008.73,21575.09,18320.00,29255.00,747891.92,166106.00,77792.28,16496520.00,1125286.00,2222611.03,4871.69,6825.62,8081.00,13493.00,213171.69,92909.00,172224.18,2427675.00,1389935.64,0.50,0.50,7423.00,13718.00,147778.22,181193.00,2295.40,399183.00,25359.00,40500.53,51.88,53.05,54.00,149.00,32400.42,280.00,68318.18,14877394.00,658956.00,364414.40,6.80,12.81,68.00,156.00,37815.77,48812.00,27601.09,19965561.00,215881.00,682819.89,197.10,203.11,124.00,212.00,60272.57,4463.00
2020/7/8,2020/7/5,123190109.25,37549201.00,2834024.00,15381273.00,178335.73,425896249.00,4380342.00,7918519.51,15584.82,20950.47,17831.00,28399.00,732332.20,162376.00,79162.95,15983968.00,1199932.00,3105234.69,6138.04,8663.34,8753.00,14738.00,298791.22,102455.00,189766.15,2486306.00,1666753.56,0.00,0.00,9071.00,17033.00,175824.75,194870.00,2293.84,345381.00,21764.00,22715.56,47.91,49.42,49.00,121.00,18172.45,218.00,66075.22,12992492.00,594872.00,335723.54,4.00,7.82,40.00,96.00,34646.06,46544.00,24119.78,16304856.00,196801.00,644301.62,199.02,203.80,118.00,188.00,58783.72,3978.00
2020/7/9,2020/7/5,118709800.47,37020602.00,2730026.00,15094256.00,302612.54,465852351.00,4812231.00,8488146.90,17227.44,23220.53,19703.00,31496.00,797155.82,178392.00,86830.58,15890649.00,1173265.00,3017873.55,6379.76,8896.34,9020.00,14861.00,294175.03,98708.00,156468.11,2336836.00,1301954.25,0.00,0.00,6896.00,12898.00,137259.47,171274.00,2299.57,312139.00,19277.00,31555.93,44.54,45.58,46.00,133.00,25244.75,247.00,66851.74,11939320.00,549264.00,385180.75,6.80,11.44,68.00,136.00,39787.35,48916.00,15190.66,10691634.00,142447.00,494581.49,142.40,146.70,90.00,153.00,45909.12,2989.00
2020/7/10,2020/7/5,115333673.58,36724206.00,2670633.00,15293749.00,251368.32,440459520.00,4508322.00,7607907.77,15705.65,21201.20,17944.00,28716.00,710823.55,161111.00,85442.22,16556595.00,1152974.00,2738655.27,5676.35,7986.13,8011.00,13340.00,266101.64,92293.00,158002.16,2323131.00,1305595.71,0.00,0.00,7085.00,12873.00,135959.02,168415.00,2257.83,292353.00,18707.00,30349.64,51.32,52.35,53.00,136.00,24279.71,265.00,65658.78,10863936.00,528550.00,348790.86,5.60,13.52,56.00,172.00,36237.32,47888.00,17162.54,10761577.00,114852.00,580773.79,167.50,173.17,98.00,181.00,53364.34,3535.00
2020/7/11,2020/7/5,101272275.11,34403152.00,2757516.00,13427499.00,193825.70,442629077.00,4697758.00,7203073.52,15272.83,20765.87,17424.00,28137.00,683374.99,159101.00,100311.58,19210616.00,1232892.00,2831777.95,6088.41,8580.98,8354.00,14046.00,282505.89,94028.00,145549.32,2329261.00,1186682.46,0.00,1.11,6330.00,11711.00,124796.83,157844.00,2477.27,364774.00,22394.00,17665.63,36.15,36.77,37.00,97.00,14132.51,245.00,68535.30,12192200.00,598346.00,323358.31,5.60,12.16,56.00,152.00,33465.52,46572.00,24277.70,15842219.00,217399.00,687740.61,186.70,192.44,108.00,192.00,56787.12,3826.00
2020/7/12,2020/7/12,110651127.72,34347801.00,2853631.00,13159278.00,214161.19,462681938.00,4976712.00,8182808.47,16517.91,22607.72,18857.00,30704.00,773673.96,175109.00,123053.99,22484270.00,1338244.00,3067048.16,6477.19,9170.14,8738.00,14770.00,299354.85,99583.00,155793.82,2456754.00,1253557.82,0.00,0.00,6746.00,12702.00,136313.87,169346.00,2311.81,415987.00,26768.00,27685.81,56.75,58.00,59.00,156.00,22148.65,308.00,69950.44,13747648.00,661178.00,390436.99,7.20,16.22,72.00,204.00,40743.83,53504.00,27553.00,19596433.00,266730.00,832446.19,207.96,213.22,118.00,195.00,70054.34,4174.00
2020/7/13,2020/7/12,120235727.43,38983664.00,2894539.00,17083318.00,200282.17,431232501.00,4546639.00,8051863.42,15482.39,21023.73,17728.00,28663.00,745353.47,164367.00,87219.37,17947198.00,1174548.00,2815448.77,5633.41,7966.90,7897.00,13225.00,270275.17,88236.00,171487.79,2429259.00,1392145.15,0.00,0.00,7256.00,13406.00,147266.56,175467.00,2234.90,400883.00,23801.00,37377.09,45.04,46.08,47.00,132.00,29901.67,297.00,101719.82,24197930.00,817954.00,569864.30,14.80,29.83,148.00,368.00,59336.30,75704.00,26286.12,19056083.00,232086.00,781148.13,218.14,223.13,127.00,200.00,62025.45,4037.00
2020/7/14,2020/7/12,121823020.91,37439544.00,2847311.00,15353494.00,196902.30,427910660.00,4516475.00,8018963.87,15210.44,20552.36,17405.00,27929.00,739838.13,163750.00,88698.11,17318242.00,1132486.00,2779893.85,5727.37,8029.77,7944.00,13193.00,266780.51,86394.00,175665.71,2496116.00,1464751.98,0.00,1.05,7543.00,14083.00,153764.39,176343.00,2393.06,403732.00,25125.00,38073.57,46.01,47.81,48.00,139.00,30458.85,278.00,96324.22,17726448.00,758692.00,623466.97,21.20,52.34,212.00,668.00,65175.70,77776.00,35188.79,26649652.00,293272.00,806886.25,245.64,252.33,153.00,251.00,71068.13,4494.00
2020/7/15,2020/7/12,120785065.56,36916896.00,2790164.00,14922555.00,194760.07,420202299.00,4415659.00,7863101.15,15256.97,20666.68,17460.00,28097.00,727933.26,160848.00,72913.90,15497246.00,1075892.00,2741728.45,5641.09,7931.04,7942.00,13282.00,266261.67,90550.00,169565.44,2478512.00,1663981.00,0.00,0.00,8650.00,16121.00,176949.91,181617.00,4547.13,682334.00,43680.00,55059.84,138.11,139.35,142.00,241.00,44047.88,516.00,139825.84,33354330.00,761084.00,526774.62,23.20,55.16,232.00,700.00,53703.18,62612.00,26099.74,18311581.00,201124.00,653541.12,206.88,212.82,131.00,218.00,61824.73,3787.00
2020/7/16,2020/7/12,119469142.04,36884473.00,2777089.00,14978801.00,191461.56,408881231.00,4296521.00,7961315.65,15290.34,20670.37,17479.00,28045.00,736946.22,158724.00,64184.66,14576530.00,1076995.00,2716093.81,5561.02,7850.56,7852.00,13159.00,268796.17,90784.00,163735.30,2450426.00,1390854.77,0.00,0.00,7101.00,13407.00,147104.70,175792.00,5524.65,773253.00,47529.00,37742.98,144.09,145.46,148.00,214.00,30194.38,435.00,114331.06,21771174.00,821416.00,507434.73,30.00,72.35,300.00,920.00,52254.38,61000.00,31349.54,21809681.00,216292.00,725820.52,248.56,254.91,147.00,240.00,63518.36,4144.00
2020/7/17,2020/7/12,114151271.28,36818191.00,2707097.00,15685007.00,178718.81,400742121.00,4192043.00,7202090.31,14391.34,19469.29,16447.00,26395.00,673387.16,147899.00,61984.64,14064117.00,1019661.00,2480002.82,5196.02,7396.04,7453.00,12592.00,243793.35,85898.00,141558.66,2267800.00,1243334.22,0.00,0.65,6378.00,11993.00,131338.04,158537.00,5510.33,658312.00,38700.00,31208.84,90.61,92.41,93.00,172.00,24967.08,308.00,100345.06,15967772.00,720518.00,441513.12,22.40,59.56,224.00,768.00,45719.05,55816.00,28992.20,20477848.00,216820.00,919315.94,231.20,237.14,134.00,221.00,66453.56,4101.00
2020/7/18,2020/7/12,101370726.98,34227098.00,2748973.00,13529960.00,190735.68,434566795.00,4659396.00,7445195.39,14938.64,20509.57,17047.00,27892.00,709049.14,159672.00,48788.95,12178271.00,981687.00,2341038.26,5004.66,7105.60,7047.00,12000.00,231177.80,84105.00,132865.34,2250943.00,1190053.79,0.85,1.48,6273.00,11672.00,127155.82,151563.00,6055.97,706104.00,39233.00,29910.87,84.32,85.22,88.00,155.00,23928.70,293.00,106162.16,17028980.00,750410.00,399808.06,16.40,53.28,164.00,704.00,40816.18,53400.00,35591.73,27574119.00,283315.00,742713.60,227.84,234.33,131.00,226.00,67552.95,4421.00
2020/7/19,2020/7/19,111037862.29,34685129.00,2898476.00,13308993.00,216549.03,465800486.00,5028915.00,8630532.26,16070.10,22398.34,18348.00,30661.00,806819.55,177056.00,53317.13,13140382.00,1016573.00,2462760.81,5147.15,7359.78,7295.00,12510.00,242637.65,88148.00,154870.41,2354588.00,1237801.87,1.09,1.50,6406.00,12269.00,132805.06,164566.00,5831.06,832855.00,50298.00,50448.46,123.37,125.31,127.00,224.00,40358.77,464.00,104267.62,18321292.00,811120.00,476056.86,27.60,64.21,276.00,812.00,50015.39,62064.00,41678.50,37700354.00,345567.00,903566.75,225.86,233.92,134.00,252.00,85175.60,5114.00
2020/7/20,2020/7/19,124371058.91,39495505.00,2933200.00,17516531.00,208355.83,430989833.00,4573540.00,8539445.51,15449.50,21212.80,17687.00,29071.00,787187.86,169098.00,60030.01,13557053.00,1036513.00,2634815.29,5196.53,7371.77,7366.00,12501.00,252816.58,84844.00,179198.88,2380257.00,1594262.55,0.00,0.63,7777.00,15075.00,164455.00,182209.00,5693.24,812838.00,51557.00,46792.95,115.06,116.78,118.00,206.00,37434.36,383.00,98435.56,17858734.00,755528.00,470191.33,22.00,56.42,220.00,724.00,49152.99,54356.00,36033.26,27148173.00,253239.00,735353.43,175.92,183.30,119.00,227.00,68266.20,5196.00
2020/7/21,2020/7/19,129691143.61,38064754.00,2906403.00,16120969.00,202633.44,424452547.00,4514892.00,8040692.27,15075.72,20588.66,17246.00,28105.00,750707.79,161925.00,67751.34,14525739.00,1071302.00,2707227.85,5446.21,7691.31,7723.00,13003.00,263798.01,88557.00,193305.35,2351571.00,1494402.27,0.80,1.29,7269.00,13834.00,156971.57,186278.00,5776.94,705042.00,44681.00,35364.06,103.72,105.17,106.00,184.00,28291.25,359.00,103988.96,16716628.00,740958.00,435624.10,15.60,41.01,156.00,528.00,44717.22,51640.00,37065.66,30093910.00,256029.00,730227.25,193.74,201.80,122.00,240.00,67638.24,4959.00
2020/7/22,2020/7/19,127206519.83,37406168.00,2840121.00,15447868.00,203991.47,431865349.00,4563704.00,8509489.19,15287.36,20878.76,17488.00,28490.00,776076.89,165563.00,61937.19,12877396.00,1074283.00,2695641.49,5358.72,7639.82,7673.00,13106.00,263072.95,91327.00,182383.28,2357631.00,1533545.74,2.17,3.11,7629.00,14588.00,187806.26,188771.00,4960.09,538417.00,32834.00,28980.46,87.10,88.67,89.00,152.00,23184.37,302.00,98512.34,14886986.00,637466.00,420379.22,17.60,42.19,176.00,536.00,42329.57,50700.00,31791.32,28968138.00,245170.00,756256.92,195.84,203.15,120.00,227.00,72347.59,4594.00
2020/7/23,2020/7/19,127630711.43,37230531.00,2778632.00,15370369.00,195280.94,415725317.00,4332858.00,7683461.59,14505.24,19796.04,16594.00,26971.00,712995.04,155932.00,90344.00,15081282.00,1138368.00,2852056.73,5729.85,8091.97,7968.00,13479.00,274980.24,93016.00,188516.07,2320899.00,1659996.33,0.89,2.36,8260.00,15423.00,176470.92,190714.00,5862.14,624402.00,36091.00,30860.78,90.05,91.98,92.00,159.00,24688.62,316.00,116864.82,23119276.00,719108.00,414499.27,20.80,51.94,208.00,664.00,43146.07,53120.00,29076.53,25309703.00,210490.00,829034.69,209.34,215.28,133.00,220.00,70758.91,4371.00
2020/7/24,2020/7/19,112984235.36,35918718.00,2665082.00,14786581.00,188299.30,409603874.00,4273082.00,7027462.99,14041.29,19195.22,16044.00,26138.00,666853.81,144534.00,95543.85,15558108.00,1149168.00,2753466.43,5640.31,8049.52,7956.00,13523.00,264443.76,91731.00,142727.96,1981188.00,1279175.84,2.77,4.95,6274.00,11891.00,131927.58,157670.00,5715.59,587999.00,34709.00,30403.76,80.34,81.64,83.00,157.00,24323.01,308.00,120042.06,24292252.00,677508.00,405289.25,20.80,53.86,208.00,692.00,41253.41,51324.00,18286.04,13633661.00,127815.00,500588.94,101.96,105.65,66.00,120.00,46403.61,3073.00
2020/7/25,2020/7/19,99719697.51,34046805.00,2712418.00,13490408.00,199909.08,444730250.00,4741944.00,7374133.52,14318.99,19987.85,16333.00,27356.00,699205.66,156079.00,116153.76,18372659.00,1258457.00,2833634.30,6115.74,8706.28,8343.00,14223.00,280387.29,94895.00,141300.28,2155218.00,1202533.99,7.70,10.81,5969.00,11561.00,126469.90,150175.00,6027.01,583905.00,33532.00,42763.85,75.95,76.64,79.00,133.00,34211.08,239.00,128377.24,27416410.00,704718.00,377478.95,19.60,53.48,196.00,692.00,39330.35,51480.00,16228.41,10993045.00,114611.00,440375.85,110.82,114.58,67.00,122.00,38279.94,2674.00
2020/7/26,2020/7/26,112963961.66,34137462.00,2857690.00,12973286.00,219738.84,461578953.00,5003257.00,8333029.75,15599.74,21873.14,17802.00,29995.00,786122.85,172177.00,118006.69,19775875.00,1307584.00,2999177.42,6346.22,9114.10,8751.00,15083.00,297338.18,100170.00,159032.24,2150385.00,1346611.90,13.49,23.91,6400.00,12321.00,146116.43,164246.00,5681.87,616288.00,37598.00,31742.40,89.05,90.50,91.00,167.00,25393.92,293.00,120539.36,23254592.00,762816.00,456182.58,22.40,62.29,224.00,808.00,47584.23,56864.00,22776.61,15373307.00,152446.00,641939.25,129.56,135.16,82.00,164.00,60142.99,3670.00
2020/7/27,2020/7/26,127351584.11,38804419.00,2911239.00,16950359.00,217980.62,447704887.00,4685583.00,8504033.27,15357.23,21358.06,17585.00,29418.00,785718.53,167486.00,93808.02,16378258.00,1227966.00,2978256.42,6028.99,8653.61,8554.00,14655.00,289257.96,97234.00,178009.75,2210034.00,1650504.15,19.01,26.28,7622.00,14562.00,166277.88,177400.00,5688.78,599190.00,35041.00,26889.32,75.99,76.69,79.00,152.00,21511.45,285.00,112652.64,21140118.00,731666.00,428463.05,20.80,52.22,208.00,668.00,43129.04,51820.00,24689.59,20622824.00,174341.00,716274.99,141.02,147.51,88.00,183.00,55112.29,3873.00
2020/7/28,2020/7/26,122932498.50,37107866.00,2813569.00,15134903.00,213022.84,441054520.00,4608340.00,8230074.81,14935.56,20584.67,17093.00,28220.00,764982.70,162039.00,100708.63,16942223.00,1213488.00,2938343.63,5978.11,8522.90,8376.00,14237.00,281234.99,93838.00,168349.40,2183365.00,1608223.50,26.16,43.00,7152.00,13673.00,173307.41,169468.00,5709.18,603338.00,36188.00,24908.50,57.84,58.52,60.00,121.00,19926.80,273.00,119712.62,21312802.00,718820.00,420033.91,14.00,40.23,140.00,524.00,43427.42,52340.00,28092.57,22480593.00,181161.00,605662.88,145.58,150.70,93.00,168.00,51641.88,3472.00
2020/7/29,2020/7/26,120074873.30,36254932.00,2757843.00,14402204.00,211378.72,427716117.00,4472158.00,8027509.13,14701.86,20245.63,16822.00,27730.00,750041.02,157906.00,100589.02,16054228.00,1200558.00,2873375.55,5807.81,8266.10,8200.00,13942.00,279074.73,93076.00,187674.64,2209733.00,1622574.41,42.64,71.18,7184.00,13816.00,180298.31,171296.00,5749.15,615355.00,35628.00,26161.74,63.25,64.00,66.00,125.00,20929.39,246.00,116823.82,21728172.00,979000.00,721418.41,28.40,54.90,284.00,672.00,74259.27,89996.00,33879.94,27025790.00,206806.00,668630.93,159.86,166.28,100.00,194.00,59625.13,3910.00
2020/7/30,2020/7/26,117861119.85,35533086.00,2683494.00,13757256.00,194075.14,402560735.00,4246933.00,7415846.24,13883.67,19214.48,15893.00,26368.00,699718.19,149964.00,98200.45,16075418.00,1170644.00,2877122.43,5819.23,8259.01,8156.00,13861.00,280939.57,93338.00,169719.42,2239853.00,1671054.31,59.89,93.82,6888.00,13185.00,166757.02,168100.00,5636.17,609993.00,35818.00,22590.89,51.88,52.70,54.00,121.00,18072.71,188.00,82020.16,14060868.00,548236.00,426586.71,8.80,16.18,88.00,196.00,44590.54,53400.00,24872.57,17913690.00,154362.00,623824.28,138.88,144.62,88.00,172.00,53692.05,3601.00
2020/7/31,2020/7/26,111753479.85,34995278.00,2607243.00,13968529.00,164326.35,350080507.00,3655967.00,6224138.11,11894.87,16434.63,13604.00,22503.00,592079.77,127063.00,102715.74,16851252.00,769922.00,1768585.81,3848.46,5488.26,4893.00,8288.00,174484.67,51070.00,150920.87,2068917.00,2401557.31,297.15,503.02,6525.00,12673.00,235495.37,164777.00,5842.14,618472.00,37388.00,24090.26,53.03,54.00,57.00,109.00,19272.21,187.00,79812.38,13829340.00,567830.00,303401.47,4.40,9.04,44.00,112.00,31959.01,39372.00,19393.08,13114331.00,116467.00,386720.07,117.16,121.33,78.00,139.00,36770.10,2720.00
2020/8/1,2020/7/26,101665017.50,32831729.00,2682689.00,11969538.00,189018.74,420205390.00,4501852.00,7172891.18,14023.38,19646.44,15994.00,26937.00,690931.19,153417.00,131255.58,20128170.00,714727.00,1537886.31,3736.27,5289.72,4359.00,7268.00,151724.16,36569.00,149364.93,2153870.00,5317404.71,4736.15,7473.76,6458.00,12838.00,509399.22,162596.00,6130.24,658646.00,38463.00,26366.50,56.37,57.26,58.00,125.00,21093.20,220.00,30423.26,6944346.00,440778.00,277954.29,8.80,13.72,88.00,160.00,29810.62,40000.00,20581.49,16352312.00,151759.00,637149.99,129.72,134.16,84.00,149.00,57851.91,3554.00
2020/8/2,2020/8/2,114194016.43,33904553.00,2872359.00,12416322.00,214456.01,453358436.00,4958857.00,8454367.34,15706.64,22373.93,17931.00,30922.00,797139.38,176139.00,103992.31,19116496.00,637059.00,1355789.44,3286.45,4693.54,3835.00,6469.00,135364.98,34125.00,168577.67,2321691.00,6133349.17,5150.62,8081.88,6996.00,13949.00,582622.67,182821.00,6003.08,722443.00,50278.00,56613.48,104.33,105.44,108.00,233.00,45290.78,441.00,30158.82,7106710.00,530480.00,246274.52,6.00,12.56,60.00,156.00,26781.40,34248.00,30180.58,26106194.00,210692.00,674827.80,204.76,211.04,123.00,215.00,66796.38,4441.00
2020/8/3,2020/8/2,124390090.96,38325462.00,2855412.00,16358546.00,265438.28,457762095.00,4799781.00,6890626.55,12554.23,17645.47,14367.00,24394.00,644320.19,139843.00,99183.82,17416815.00,576704.00,1374706.68,3270.29,4610.22,3802.00,6265.00,135367.05,31474.00,186131.10,2420525.00,7234577.42,5680.16,8910.20,7874.00,15385.00,670942.58,183576.00,6109.90,699539.00,44078.00,49433.04,84.24,85.82,87.00,190.00,39546.43,397.00,28954.74,6411082.00,446374.00,233088.36,3.60,8.31,36.00,105.00,25082.04,31059.00,31910.40,25821332.00,206614.00,713090.06,175.66,182.01,118.00,211.00,65778.84,4350.00
2020/8/4,2020/8/2,118637682.59,36246178.00,2787970.00,14468264.00,202812.26,392230637.00,4022610.00,7478069.12,14435.25,20154.80,16528.00,27797.00,714051.95,151842.00,80408.50,16332808.00,526904.00,1202942.34,2957.33,4214.23,3441.00,5742.00,119481.46,28453.00,181611.68,2294366.00,6774018.18,5410.49,8351.51,7432.00,14310.00,624006.51,173132.00,7209.81,806983.00,54025.00,51275.97,86.01,89.11,88.00,258.00,41020.78,508.00,32773.78,6607988.00,470186.00,227559.94,3.30,7.19,33.00,90.00,24068.19,30231.00,25443.99,21857448.00,181736.00,723070.12,153.60,158.65,102.00,176.00,63013.24,3708.00
2020/8/5,2020/8/2,115706638.41,35331932.00,2712360.00,13902748.00,194568.49,368734426.00,3714122.00,7023333.32,13324.71,18707.67,15255.00,25846.00,667181.46,141122.00,74843.43,15612105.00,499062.00,1158635.36,2615.76,3767.74,3047.00,5159.00,115090.89,27116.00,161507.80,1935569.00,6303898.39,4879.55,7606.43,6769.00,13251.00,606496.10,167564.00,9416.84,949005.00,59859.00,48368.79,86.87,90.10,90.00,280.00,38695.03,586.00,36900.80,6306102.00,437794.00,212222.88,4.20,6.86,42.00,81.00,21904.64,27117.00,49597.67,40225616.00,285236.00,747404.60,226.12,234.86,150.00,278.00,71494.24,4902.00
